DocID,NetSales,OperatingIncome,TotalAssets,NetAssets,EquityToAssetRatio,NumberOfIssuedShares,NetIncome
S100UMN7,39628000000,16593000000,94685000000,63275000000,0.667,0.1162,11904000000
S100UMNF,2225154000000,235746000000,4769673000000,2580524000000,0.530,0.0011,153004000000
S100UMNK,3343834000000,,10733184000000,4354094000000,0.406,0.0009,
S100UMNT,1253833000000,92142000000,2935107000000,1093863000000,0.349,0.0007,80348000000
S100UMNX,2213455000000,185842000000,4366531000000,2302389000000,0.527,0.0298,
S100UMP3,1711897000000,43902000000,3277583000000,1667266000000,0.509,0.1163,
S100UMPT,※１　営業収益の季節的変動前中間連結会計期間(自  2023年４月１日　至  2023年９月30日)及び当中間連結会計期間(自  2024年４月１日　至  2024年９月30日)当社では、生命保険会社に対する団体信用生命保険の取次ぎに伴う収入保証料が下半期に集中するため、連結会計年度の下半期の営業収益が上半期の営業収益と比較して多くなる傾向にあります。このため、連結会計年度の営業収益に占める中間連結会計期間の営業収益は相対的に少なくなっております。 ,15440000000,445394000000,207635000000,0.466,0.0177,12005000000
S100UMRE,271798000000,18862000000,3182602000000,312297000000,0.092,0.0000,17894000000
S100UMRH,522849000000,33691000000,920669000000,496052000000,0.539,0.0042,
S100UMRY,386691000000,11123000000,1311989000000,637803000000,0.486,0.0074,
S100UMS3,902191000000,191797000000,9554725000000,2623995000000,0.272,0.0001,117077000000
S100UMT2,370989000000,,1115754000000,885384000000,0.794,0.0087,
S100UMTI,369667000000,31760000000,1035051000000,825357000000,0.7974,0.0392,
S100UMU1,2538471000000,135839000000,5711277000000,3408956000000,0.597,0.0154,
S100UMUH,652122000000,,947916000000,512048000000,0.540,0.0096,
S100UMUN,638533000000,27933000000,1377097000000,786711000000,0.5713,0.1505,
S100UMVE,256805000000,12674000000,559323000000,286697000000,0.436,0.0010,5958000000
S100UMVU,101912000000,45533000000,2590220000000,796879000000,0.291,0.0393,35029000000
S100UMXB,796237000000,279910000000,3170476000000,2468664000000,0.7783,0.1035,271298000000
S100UMXJ,－,163604000,－,－,－,56853,－
S100UN16,101677000000,39087000000,1722616000000,514155000000,0.295,0.0045,26375000000
S100UN1D,179738000000,5230000000,291720000000,144045000000,0.491,0.1155,3667000000
S100UN1F,119698000000,7153000000,146342000000,42392000000,0.282,0.0000,4551000000
S100UN1U,1186875000000,-133679000000,4384121000000,1223990000000,0.279,0.0123,
S100UN2H,726344000000,95063000000,2649101000000,1594002000000,0.602,0.0262,
S100UN33,476975000000,28375000000,1169398000000,457484000000,0.391,0.0028,
S100UN3D,693752000000,27532000000,1863359000000,1176150000000,0.5925,0.1698,76230000000
S100UN3Q,4162857000,616575000,9717906000,4661745000,0.480,0.0000,437111000
S100UN3V,239319000000,29833000000,1450704000000,955316000000,0.658,0.0440,37305000000
S100UN5J,1201276000000,26339000000,1183200000000,336014000000,0.280,0.0460,19076000000
S100UN6J,301152000000,57009000000,950052000000,613927000000,0.646,0.0016,
S100UN76,31435000000,11299000000,83885000000,51852000000,0.618,0.0025,
S100UN8F,265174000000,9212000000,548724000000,312250000000,0.558,0.0247,7341000000
S100UN8U,75147000000,4801000000,345581000000,209204000000,0.677,0.0884,
S100UN9D,871799000000,116128000000,8699376000000,3006895000000,0.346,0.000,
S100UNAB,67573000000,8820000000,282339000000,122970000000,0.435,0.0284,9667000000
S100UNAW,174704000000,9807000000,313703000000,110396000000,0.352,0.0697,
S100UNBV,1165245000000,179734000000,9527121000000,3175075000000,0.319,0.0090,129293000000
S100UNC8,62553000000,8620000000,85665000000,47589000000,0.5555,0.0102,5750000000
S100UNCR,400857000000,65450000000,1597069000000,351730000000,0.219,0.0001,48771000000
S100UNCY,70163000000,8012000000,176912000000,121946000000,0.687,0.0607,5557000000
S100UNDC,2069272000000,,5761160000000,1914636000000,0.332,0.0012,
S100UNDE,468153000000,32513000000,936007000000,692069000000,0.6911,0.040,25524000000
S100UNDO,755844000000,12358000000,1117973000000,589556000000,0.522,0.0473,5384000000
S100UNED,65469000000,7855000000,170628000000,91564000000,0.535,0.0073,5538000000
S100UNFP,373553000000,27837000000,1333993000000,861669000000,0.646,0.0482,
S100UNH9,76830000000,10477000000,181772000000,63648000000,0.348,0.0628,7789000000
S100UNIS,163172000000,12464000000,420865000000,272071000000,0.522,0.0101,8043000000
S100UNJ6,48093000000,23779000000,250126000000,190422000000,0.748,0.0642,16164000000
S100UNK2,76954000000,26816000000,1011468000000,426992000000,0.421,0.0000,27989000000
S100UNL3,456332000000,44210000000,2150632000000,1615847000000,0.7364,0.0016,60803000000
S100UNL9,339741000000,15269000000,764172000000,488523000000,0.629,0.0414,16677000000
S100UNLH,332211000000,17398000000,490970000000,256147000000,0.496,0.0474,11690000000
S100UNM8,239514000000,32505000000,635089000000,453483000000,0.714,0.0065,26550000000
S100UNM9,5649629000,205544000,11382968000,1379416000,0.120,0.0004,18356000
S100UNNE,1345924000000,55887000000,3618418000000,1847598000000,0.500,0.0044,30841000000
S100UNO3,612571000000,81576000000,2425994000000,852751000000,0.352,0.0004,
S100UNO7,391934000000,30778000000,703961000000,337319000000,0.445,0.0658,25184000000
S100UNOA,252829000000,35305000000,815979000000,617041000000,0.685,0.1137,26074000000
S100UNOC,445917000000,12774000000,402202000000,151746000000,0.375,0.0569,8526000000
S100UNPP,995693000000,96731000000,2973498000000,1575527000000,0.521,0.0164,89351000000
S100UNPV,139612000000,10092000000,259509000000,163520000000,0.622,0.057,10181000000
S100UNQ0,110512000000,11975000000,295689000000,226774000000,0.733,0.1038,8751000000
S100UNQL,212698000000,33824000000,557834000000,419526000000,0.7521,0.0021,
S100UNR4,426881000000,25511000000,766425000000,484685000000,0.612,0.0224,18446000000
S100UNR7,331296000000,13629000000,1098886000000,650627000000,0.592,0.014,
S100UNSS,1168335000000,98786000000,4018960000000,2688714000000,0.659,0.0262,113390000000
S100UNT2,4437000000,439000000,12875000000,5093000000,0.302,0.0182,299000000
S100UNU3,1712243000000,488226000000,8892391000000,2264412000000,0.248,0.0487,371059000000
S100UNU9,716199000000,11950000000,1985027000000,658656000000,0.315,0.0049,11120000000
S100UNUY,502002000000,65479000000,974757000000,688830000000,0.706,0.0084,52167000000
S100UNV8,431593000000,3767000000,1617765000000,827532000000,0.512,0.0286,
S100UNVX,368318000000,61372000000,2130310000000,682083000000,0.319,0.0414,32956000000
S100UNWB,685458000000,53093000000,6265016000000,992430000000,0.139,0.0048,35602000000
S100UNWG,39722000000,13855000000,234119000000,150726000000,0.641,0.0603,16795000000
S100UNWK,292969000000,19447000000,327657000000,153601000000,0.469,0.0051,13680000000
S100UNWQ,282884000000,32485000000,1082986000000,687105000000,0.628,0.0540,18181000000
S100UNX6,166105000000,8576000000,459301000000,248135000000,0.517,0.0003,6228000000
S100UNXB,,31818000000,1582134000000,414024000000,0.258,0.0006,27458000000
S100UNXU,191369000000,10535000000,627118000000,316547000000,0.498,0.0258,6559000000
S100UNZX,1112590000000,19561000000,2210788000000,1004295000000,0.4543,0.0001,
S100UO04,2454701000000,90850000000,4378871000000,1971911000000,0.450,0.0358,
S100UO22,55334000000,35381000000,415426000000,367464000000,0.885,0.1166,28397000000
S100UO2L,6364570000000,950946000000,26813578000000,9316905000000,0.347,0.074,
S100UO36,2778967000000,560274000000,12861165000000,5164699000000,0.402,0.0803,
S100UO3L,3750610000000,,8261515000000,3248681000000,0.3932,0.0106,
S100UO42,,1068572000,12411785000,7849905000,0.5991,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）2024年４月１日（注）１12,912,80012,912,800322,757322,757322,747322,7472024年４月１日～2024年９月30日（注）２9,50012,922,3006,488329,2466,479329,226（注）１．発行済株式総数並びに資本金及び資本準備金の増加は、2024年４月１日に単独株式移転の方法により当社が設立されたことによるものであります。２．新株予約権の行使による増加であります。３．2024年８月21日開催の取締役会決議により、2024年10月１日付で普通株式１株につき８株の割合で株式分割を行っております。これにより、提出日現在の発行済株式総数は90,456,100株増加し、103,378,400株となっております。",767550000
S100UO4D,68718000000,8291000000,204830000000,109399000000,0.534,0.0023,7516000000
S100UO4M,211848000000,14828000000,170726000000,42965000000,0.203,0.0168,11850000000
S100UO5I,3670002000,102239000,11330603000,9838133000,0.852,"(4) 【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数(株)発行済株式総数残高(株)資本金増減額(千円)資本金残高(千円)資本準備金増減額(千円)資本準備金残高(千円)2024年４月24日（注） １1,620,70044,841,509652,1292,656,892652,1296,184,4462024年４月１日～2024年９月30日（注） ２287,90745,129,41679,9322,736,82479,9326,264,378 （注） １. 有償第三者割当増資による増加（オーバーアロットメントによる売出しに関連した第三者割当増資）　　　　　　 発行価格　　　804.75 円　　　　　　 資本組入額　　402.375円　　　　　　 割当先　　　　みずほ証券株式会社　２. 新株予約権の行使による増加であります。 ",44122000
S100UO6Q,465644000000,106292000000,3631111000000,1200573000000,0.300,0.0354,67143000000
S100UO7E,274005000000,25734000000,673460000000,389394000000,0.478,0.0000,46452000000
S100UO8J,470310000000,-157031000000,2053302000000,298420000000,0.1453,0.0179,
S100UO9P,4119424000000,192835000000,9125122000000,4303279000000,0.472,0.0488,
S100UO9S,115795000000,34559000000,461018000000,331622000000,0.719,0.0001,
S100UO9V,1199376000000,44445000000,3416334000000,1693314000000,0.496,0.0175,
S100UOA3,48109000000,6594000000,1161244000000,186430000000,0.157,0.0119,6609000000
S100UOA5,205533000000,98106000000,1415214000000,1209378000000,0.855,0.0336,
S100UOAJ,9561011000000,,22891903000000,8777732000000,0.383,0.0436,
S100UOAU,50333000000,7365000000,80266000000,57508000000,0.697,0.1050,4402000000
S100UOAV,15346000000,1778000000,58786000000,25774000000,0.438,0.0225,
S100UOAW,9609392000000,696573000000,27676603000000,12364175000000,0.447,0.1122,
S100UOB0,1387835000000,227541000000,5316249000000,795284000000,0.135,0.0035,155394000000
S100UOBL,200617000000,13692000000,456758000000,272136000000,0.591,0.0000,10160000000
S100UOBP,552763000000,785000000,1377803000000,520389000000,0.378,0.0117,
S100UOCF,218079000000,5221000000,743334000000,401795000000,0.513,0.0857,9019000000
S100UOCQ,140594000000,58044000000,2986498000000,754191000000,0.246,0.0000,38346000000
S100UOCS,688004000000,72658000000,1644814000000,815074000000,0.494,0.0222,
S100UOEK,286590000000,20825000000,574157000000,280671000000,0.480,0.0809,59121000000
S100UOFB,1002729000000,129737000000,3549810000000,1006492000000,0.281,0.0285,93206000000
S100UOFG,474129000000,22407000000,703338000000,146716000000,0.209,0.0031,
S100UOFO,350370000000,44903000000,789223000000,482535000000,0.611,0.0294,
S100UOFQ,147071000000,13514000000,266206000000,192083000000,0.684,0.0654,10864000000
S100UOGD,1705939000000,237833000000,3064376000000,1974759000000,0.644,0.0556,
S100UOHJ,1157448000000,115309000000,3151482000000,1598844000000,0.507,0.0349,
S100UOID,271004000000,26607000000,808627000000,355758000000,0.421,0.0030,29751000000
S100UOIJ,112354000000,12194000000,282871000000,144122000000,0.509,0.0169,10989000000
S100UOJU,127616000000,11843000000,264799000000,111947000000,0.385,0.0019,7182000000
S100UOK2,398695000000,66536000000,1926249000000,1688689000000,0.870,0.0601,63937000000
S100UOKT,443874000000,66492000000,1748396000000,1260996000000,0.721,0.0044,
S100UOM0,837124000000,52030000000,1069667000000,433795000000,0.4060,0.0404,38989000000
S100UONE,3388000000,-534000000,9757000000,4725000000,0.477,0.0284,-768000000
S100UOOG,5091538000,472280000,11388756000,5385500000,0.468,0.0204,-169363000
S100UOQF,1837423000000,122052000000,9533665000000,4956350000000,0.5199,0.0602,
S100UOQM,6774098000000,,14169687000000,5211816000000,0.3678,0.0953,
S100UORQ,277175000000,16906000000,471488000000,279534000000,0.586,0.0843,11460000000
S100UOSE,387000,-694759000,1167733000,934995000,0.734,－,-710663000
S100UOT3,475009000000,10641000000,786635000000,424125000000,0.537,0.0621,6711000000
S100UOT8,96078000000,8013000000,174163000000,97279000000,0.558,0.0389,5613000000
S100UOTU,611294000000,41155000000,1268765000000,774777000000,0.5884,0.0584,44450000000
S100UOTY,152924000000,13542000000,411248000000,245057000000,0.5748,0.0070,13388000000
S100UOUN,665763000000,82886000000,1760841000000,735625000000,0.418,0.0112,
S100UOVO,1147139000,-241565000,8408314000,7744442000,0.921,0.0011,60802000
S100UOWJ,57725000000,5612000000,85187000000,58390000000,0.683,0.0639,4396000000
S100UOWL,47619000000,11991000000,140570000000,116817000000,0.831,81846816,7605000000
S100UOXJ,62054000000,5850000000,68599000000,37901000000,0.551,0.0058,3991000000
S100UOXT,1187268000000,,2774724000000,888504000000,0.320,0.0282,
S100UOYP,153995000,-301233000,4141782000,2834904000,0.6828,31225500,-305856000
S100UOZ6,,3180000000,114802000000,30534000000,0.266,60329400,3318000000
S100UOZE,178835000000,20682000000,378400000000,252121000000,0.659,0.0282,17335000000
S100UP0D,671690000000,36707000000,1788446000000,973893000000,0.545,0.0000,
S100UP0O,862782000000,207598000000,5685624000000,887973000000,0.150,0.0006,149845000000
S100UP1D,452610000000,25477000000,672271000000,159908000000,0.238,0.0235,15797000000
S100UP1L,79668000000,18419000000,3793871000000,227317000000,0.0577,0.0097,12310000000
S100UP1S,546047000000,44443000000,1207796000000,786685000000,0.617,0.0769,27921000000
S100UP1Y,20991000000,9509000000,107165000000,89509000000,0.835,0.0000,6547000000
S100UP32,,2559294000000,83661391000000,31893112000000,0.381,0.1675,
S100UP3P,4719387000,448537000,6900129000,1934866000,0.280,0.0203,291328000
S100UP4J,4960069000000,,13475204000000,5415811000000,0.402,0.0084,
S100UP60,2887248000,663295000,15497933000,10275307000,0.661,0.1518,462229000
S100UP61,350393000000,27709000000,3273733000000,448351000000,0.123,0.0018,23006000000
S100UP6D,90612000000,10259000000,162812000000,100532000000,0.617,0.0072,7121000000
S100UP6K,93907000000,12901000000,219764000000,85401000000,0.389,0.0909,9032000000
S100UP6W,30511000000,5016000000,87167000000,33785000000,0.388,0.0589,3874000000
S100UP76,458579000000,74966000000,2129956000000,312242000000,0.1404,0.0449,51037000000
S100UP78,418555000000,17752000000,1332619000000,569111000000,0.4010,0.0197,13617000000
S100UP7B,2149898000000,138618000000,6119725000000,1723015000000,0.282,0.0541,
S100UP7R,455635000000,15885000000,426551000000,159783000000,0.3746,0.0333,
S100UP84,523006000000,43276000000,1178565000000,484597000000,0.411,0.0770,28703000000
S100UP8O,86216000000,4197000000,230714000000,97994000000,0.394,0.0299,5223000000
S100UP98,503110000000,-4612000000,967014000000,336057000000,0.318,0.0007,-4146000000
S100UPB1,358832000000,23788000000,1021647000000,376258000000,0.368,0.0464,
S100UPB6,109608000000,14167000000,219527000000,129007000000,0.581,0.0218,10260000000
S100UPBE,964058000000,49598000000,1079918000000,440921000000,0.408,0.0487,
S100UPBO,1305802000000,66439000000,2916837000000,1140241000000,0.387,0.1047,50034000000
S100UPBZ,4007295000,709573000,6990978000,2585189000,0.3698,0.0095,422388000
S100UPC4,73385000000,44499000000,90775523000000,321921000000,0.004,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（百万円）資本金残高（百万円）資本準備金増減額（百万円）資本準備金残高（百万円）2024年４月１日～2024年９月30日－522,289,183－11,500－3,000（注）2024年５月13日開催の取締役会決議により、2024年10月１日付で普通株式１株につき２株の割合で株式分割を行っております。これにより、発行済株式総数は522,289,183株増加し、1,044,578,366株となっております。 ",
S100UPD0,394211000000,14591000000,670143000000,329999000000,0.477,0.0166,12062000000
S100UPD1,1081360000000,30843000000,2752133000000,1113793000000,0.389,0.0049,29741000000
S100UPDE,6619496000000,291505000000,10346049000000,3100663000000,0.300,0.0694,
S100UPDF,504920000000,38868000000,882614000000,573513000000,0.634,0.0233,25481000000
S100UPDJ,131885000000,12980000000,285365000000,207672000000,0.717,0.0505,11937000000
S100UPDT,6063346000000,336743000000,18838172000000,6317755000000,0.309,0.0048,296210000000
S100UPE1,505243000000,149775000000,6550878000000,1954204000000,0.298,0.0049,105924000000
S100UPE6,281267000000,19060000000,621659000000,331369000000,0.533,0.0227,14206000000
S100UPEY,2933758000000,514388000000,15043183000000,2325865000000,0.155,0.0065,
S100UPF5,110184000000,5784000000,351250000000,164776000000,0.465,0.0108,4763000000
S100UPGF,2086954000,-184124000,19082251000,8453618000,0.414,"(４) 【発行済株式総数、資本金等の推移】 年月日発行済株式 総数増減数 (株)発行済株式 総数残高 (株)資本金増減額 (千円)資本金残高 (千円)資本準備金 増減額 (千円)資本準備金 残高 (千円)2024年４月１日～2024年９月30日(注）1,058,60051,128,78446,948152,08846,948127,088 (注)新株予約権の行使による増加であります。",-311518000
S100UPGN,403261000000,13007000000,754286000000,404582000000,0.535,0.0691,12588000000
S100UPGP,1330817000000,104189000000,2295905000000,928174000000,0.3904,0.0005,67489000000
S100UPH8,2022493000,193120000,6940204000,4751889000,0.685,3999800,322155000
S100UPHC,370759000000,14263000000,635769000000,378588000000,0.5684,0.0297,13185000000
S100UPIC,103536000000,7491000000,220990000000,174305000000,0.789,0.0253,7997000000
S100UPIM,2556078000000,238133000000,5353443000000,2579325000000,0.482,0.0178,
S100UPJ1,,23908000000,987581000000,377067000000,0.382,0.0493,17214000000
S100UPJF,1308464000000,75912000000,2184237000000,699130000000,0.263,0.0213,46982000000
S100UPJO,89428000000,7776000000,451935000000,127491000000,0.269,0.0242,6084000000
S100UPKE,98429000000,4463000000,151806000000,70669000000,0.459,0.0366,3291000000
S100UPKI,1637979000000,143195000000,3186476000000,1623422000000,0.446,0.0118,88108000000
S100UPL4,85497000000,4567000000,142835000000,72839000000,0.510,0.012,3282000000
S100UPL7,399652000000,22103000000,1163009000000,727423000000,0.5600,0.0781,31235000000
S100UPLX,343772000000,22737000000,519898000000,103404000000,0.198,0.0000,16562000000
S100UPM4,187660000000,14798000000,517630000000,325854000000,0.529,0.015,10550000000
S100UPMB,485679000000,32104000000,1238566000000,825541000000,0.619,0.0201,26716000000
S100UPNO,1195902000000,381919000000,5092909000000,4375061000000,0.829,0.0110,301439000000
S100UPNV,819572000000,178578000000,2191741000000,1530272000000,0.692,0.0197,137491000000
S100UPP7,4412421000000,423794000000,10675702000000,4617929000000,0.433,0.0264,
S100UPPR,234890000000,29824000000,545008000000,444012000000,0.7914,0.1011,25132000000
S100UPRG,436619000,-546835000,4895921000,4408173000,0.899,0.0000,-576053000
S100UPS9,120035000000,15690000000,276253000000,187031000000,0.673,0.0309,12978000000
S100UPSG,507766000000,37554000000,712916000000,503132000000,0.705,0.0282,25838000000
S100UPSO,296479000000,48491000000,1823058000000,662499000000,0.363,0.0066,
S100UPTA,244889000000,14167000000,474014000000,351219000000,0.729,0.1086,9536000000
S100UPTJ,1635005000,-67979000,4701472000,1790325000,0.347,0.0459,-74622000
S100UPUF,128198000000,12080000000,259108000000,115342000000,0.445,0.0342,
S100UPUI,116190000000,45460000000,362613000000,310170000000,0.851,0.1502,32787000000
S100UPV4,37521000000,4368000000,50360000000,36239000000,0.710,0.1552,2976000000
S100UPX1,1487088000000,245658000000,6959120000000,2642768000000,0.365,0.0019,311527000000
S100UPXB,172046000000,17337000000,411039000000,320727000000,0.779,0.0201,16623000000
S100UPXS,172978000000,16635000000,283278000000,151470000000,0.535,0.0248,
S100UPZ2,105675000000,24094000000,292114000000,225925000000,0.762,0.0008,19497000000
S100UPZ4,6377438000000,,16644581000000,7061535000000,0.4243,0.0249,
S100UPZN,472165000000,1799000000,1301034000000,411400000000,0.316,0.0267,
S100UPZY,654887000000,26379000000,497069000000,184775000000,0.372,0.0385,
S100UQ07,217511000000,35269000000,630766000000,401813000000,0.637,0.0349,
S100UQ2D,2544827000000,191163000000,6336366000000,2516516000000,0.382,0.0371,154488000000
S100UQ34,375196000000,10465000000,418709000000,200738000000,0.465,0.0014,12542000000
S100UQ3B,76332000000,44218000000,1359973000000,650192000000,0.4466,0.0000,27287000000
S100UQ3P,6979000000,1262000000,14130000000,4049000000,0.287,0.0532,
S100UQ42,104103000000,68561000000,33424666000000,1773266000000,0.045,0.1013,53505000000
S100UQ4A,1751912000,35539000,1736185000,288371000,0.163,0.0000,53219000
S100UQ4V,5738615000,-183825000,25398019000,10638122000,0.417,"（４）【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）2024年４月１日～2024年７月31日（注1）13,10036,950,0003,0716,153,9783,0713,153,9782024年８月15日（注2）41,50036,991,50011,1226,165,10011,1223,165,100(注)1.新株予約権の権利行使による増加であります。2.譲渡制限付株式報酬としての新株式発行によるものであります。発行価格：1株につき536円資本組入額：1株につき268円割当先：当社取締役４名、当社の取締役を兼務しない執行役員２名 ",-202307000
S100UQ4Y,3061973000,243572000,3180868000,1701132000,0.535,2996960,165379000
S100UQ5B,3227060000000,,46010042000000,9762787000000,0.212,0.0156,
S100UQ5F,66105000000,,1354082000000,251168000000,0.1842,1179308000,9764000000
S100UQ6M,46184000000,11365000000,155503000000,121798000000,0.783,0.0176,10240000000
S100UQ6P,284330000000,77071000000,1265125000000,884564000000,0.699,0.0885,54549000000
S100UQ6Q,231196000000,26926000000,446042000000,283790000000,0.636,0.0012,
S100UQ6U,1822994000000,,5404085000000,3016812000000,0.530,0.0515,
S100UQ74,40294000000,5941000000,111443000000,54047000000,0.485,0.007,
S100UQ7K,,,90969000000,73973000000,0.813,69736419,-2369000000
S100UQ7V,1158279000000,-5861000000,1850498000000,287007000000,0.147,0.0017,4963000000
S100UQ8M,790102000000,49300000000,3954754000000,2174320000000,0.5463,0.0001,150792000000
S100UQA0,1246595000,-10852000,6776423000,5925540000,0.874,40610200,-11633000
S100UQB7,6691778000,545365000,10437214000,4725444000,0.447,0.0003,339017000
S100UQCE,9493297000,397834000,17085047000,5355926000,0.313,0.0489,378541000
S100UQD3,312120000000,4659000000,630434000000,269019000000,0.414,0.0034,8142000000
S100UQD4,1059711000000,85548000000,3417588000000,1631123000000,0.477,0.0239,
S100UQD8,267488000000,30387000000,492940000000,320448000000,0.626,0.0094,20307000000
S100UQDA,191988000000,90314000000,7373276000000,2486198000000,0.306,0.0157,41546000000
S100UQDH,2507586000,379782000,8515137000,5279427000,0.620," (4) 【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数(株)発行済株式総数残高(株)資本金増減額 (千円)資本金残高 (千円)資本準備金増減額(千円)資本準備金残高(千円)2024年４月24日(注) １850,0005,015,000742,9001,169,556742,9001,068,7062024年５月24日(注) ２96,6005,111,60084,4281,253,98484,4281,153,134 (注) １．有償一般募集（ブックビルディング方式による募集）発行価格　　　　　1,900円引受価額　　　　　1,748円資本組入額　　　　　874円２．有償第三者割当（オーバーアロットメントによる売出しに関連した第三者割当増資）発行価格　　　　　1,748円資本組入額　　　　　874円割当先　 野村證券株式会社 ",277196000
S100UQDX,810350000000,138922000000,3022430000000,2521824000000,0.834,0.059,
S100UQE1,135536000000,6646000000,456757000000,123655000000,0.261,0.0214,4001000000
S100UQEO,4024462000000,202921000000,5154310000000,1781052000000,0.343,0.0417,164946000000
S100UQER,12276000000,2304000000,17785000000,8663000000,0.487,61124200,1657000000
S100UQF8,2981012000,425062000,8101450000,5780578000,0.713,0.0000,282122000
S100UQFP,936878000000,165000000,2367948000000,929845000000,0.369,0.0615,16249000000
S100UQFT,1330045000,-2041072000,18377921000,5612568000,0.2945,0.0000,1537906000
S100UQGE,5135235000000,233147000000,7027651000000,2258491000000,0.3214,0.0055,
S100UQHO,1205641000,-267168000,3611946000,1025044000,0.282,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（千円）資本金残高（千円）資本準備金増減額（千円）資本準備金残高（千円）2024年８月９日(注)１70,00050,838,9004,9261,689,1924,926770,9322024年８月30日(注)２1,484,38352,323,283622,1512,311,343622,1511,393,083（注）１．新株予約権の行使によるものです。（注）２．当社を株式交換完全親会社とし、株式会社ワイデン（2024年９月17日付で株式会社Kaihan Medicalへ商号変更）及び株式会社ＢＯＢＳを株式交換完全子会社とする株式交換に伴う新株式発行によるものです。",-333717000
S100UQHW,285657000000,27733000000,478180000000,274206000000,0.569,0.0497,22109000000
S100UQI6,49595000000,14853000000,130773000000,77024000000,0.589,0.0048,
S100UQI7,717145000000,,2916977000000,1771261000000,0.607,0.0552,
S100UQIO,399632000000,39727000000,876304000000,661498000000,0.755,0.0058,
S100UQJF,942519000000,64414000000,11291007000000,1686108000000,0.147,0.0199,52739000000
S100UQJN,144226000000,5700000000,392324000000,119309000000,0.304,0.0288,
S100UQL0,232192000000,1116000000,459565000000,143438000000,0.300,0.0100,350000000
S100UQLI,26699000000,2600000000,56381000000,19398000000,0.344,"（４）【発行済株式総数、資本金等の推移】年月日発行済株式総数増減数（株）発行済株式総数残高（株）資本金増減額（百万円）資本金残高（百万円）資本準備金増減額（百万円）資本準備金残高（百万円）2024年４月１日～2024年９月30日（注）26,4007,803,200301,062301,062（注）新株予約権の行使による増加であります。 ",1727000000
S100UQMF,153851000000,35443000000,570085000000,402437000000,0.706,0.0553,
S100UQMR,3513710000000,354715000000,14268052000000,3637309000000,0.253,0.0009,350826000000
S100UQNV,1331718000,94995000,2620272000,872741000,0.333,0.0000,
S100UQOR,9018999000,746468000,8959189000,4486717000,0.500,"(4) 【発行済株式総数、資本金等の推移】 年月日発行済株式総数増減数(株)発行済株式総数残高(株)資本金増減額(千円)資本金残高(千円)資本準備金増減額(千円)資本準備金残高(千円)   2024年４月１日～2024年９月30日（注）6,0009,236,2004211,134,5724161,299,480 （注）新株予約権（ストック・オプション）の権利行使による増加であります。",524961000
S100UQPT,922231000000,34623000000,1564736000000,728038000000,0.4653,0.0007,
S100UQRV,,18688000000,1021749000000,253098000000,0.247,0.1029,11475000000
S100UQS7,238762000,-262646000,3106165000,1446498000,0.466,15440200,-288638000
S100UQSW,50937000,-444252000,1989786000,1783942000,0.8703,11759400,-633487000
S100UQVT,60619000000,6569000000,145525000000,62796000000,0.430,0.0001,7591000000
S100UQVX,90217000000,28931000000,158452000000,85326000000,0.538,0.0117,20314000000
S100UQVY,322733000000,33484000000,619180000000,459802000000,0.743,0.0176,
S100UQVZ,275044000000,13876000000,290328000000,143607000000,0.4941,0.0844,11404000000
S100UQW8,1778989000000,20631000000,1815781000000,714616000000,0.321,0.0514,17154000000
S100UQWB,125484000000,4642000000,242391000000,60917000000,0.217,0.0184,3016000000
S100UQWV,296771000000,9238000000,375250000000,132709000000,0.345,0.0720,3686000000
S100UQXN,80373000000,7854000000,581830000000,533344000000,0.863,0.0047,36342000000
S100UQY0,1359956000000,,15795220000000,,0.238,0.0575,
S100UQY9,491692000000,34994000000,1172933000000,595759000000,0.461,0.0433,24343000000
S100UQYV,19887000000,3005000000,29676000000,14135000000,0.470,0.0001,1930000000
S100UQZ6,88440000000,8582000000,118702000000,75047000000,0.622,0.0291,6227000000
S100UQZY,219628000000,15430000000,642751000000,488826000000,0.761,0.0953,
S100UR1R,28063000000,8649000000,113985000000,101174000000,0.888,0.0026,6777000000
S100UR30,800275000000,25361000000,2322882000000,1525970000000,0.597,0.0452,18061000000
S100UR3J,7905897000,27858000,6659685000,5283888000,0.793,10644800,24389000
S100UR3Z,638195000,-243330000,6428573000,6005993000,0.9334,41612803,-250801000
S100UR4G,985290000000,54002000000,4415351000000,3206947000000,0.726,0.0673,
S100UR4Q,43930000000,13307000000,121663000000,67936000000,0.555,0.075,10506000000
S100UR5H,49314000,-408182000,2311483000,1710152000,0.740,25557500,-293396000
S100UR5S,9170910000,5368477000,30002169000,25482840000,0.841,0.0278,3080710000
S100UR6C,87711000000,15250000000,989540000000,432826000000,0.421,0.0471,21092000000
